date,subways_total_estimated_ridership,division,train_line,wday_wnd,incident_type,incident_count
2024-08-01,3544663,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,A DIVISION,6,1,Subway Car,1
2024-08-01,3544663,A DIVISION,6,1,Track,3
2024-08-01,3544663,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,A DIVISION,7,1,Signals,3
2024-08-01,3544663,A DIVISION,7,1,Stations and Structure,1
2024-08-01,3544663,A DIVISION,7,1,Track,3
2024-08-01,3544663,A DIVISION,7,2,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,A DIVISION,S 42nd,1,Subway Car,2
2024-08-01,3544663,B DIVISION,A,1,Other,1
2024-08-01,3544663,B DIVISION,A,1,Signals,1
2024-08-01,3544663,B DIVISION,B,1,Other,2
2024-08-01,3544663,B DIVISION,B,1,Track,2
2024-08-01,3544663,B DIVISION,C,1,Signals,2
2024-08-01,3544663,B DIVISION,D,1,Other,1
2024-08-01,3544663,B DIVISION,D,1,Signals,3
2024-08-01,3544663,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,B DIVISION,E,1,Signals,1
2024-08-01,3544663,B DIVISION,E,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,E,1,Track,2
2024-08-01,3544663,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,B DIVISION,F,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,JZ,1,Signals,1
2024-08-01,3544663,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,B DIVISION,L,1,Signals,1
2024-08-01,3544663,B DIVISION,L,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,B DIVISION,L,2,Stations and Structure,1
2024-08-01,3544663,B DIVISION,M,1,Signals,1
2024-08-01,3544663,B DIVISION,N,1,Other,1
2024-08-01,3544663,B DIVISION,N,1,Signals,2
2024-08-01,3544663,B DIVISION,N,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,N,1,Subway Car,1
2024-08-01,3544663,B DIVISION,Q,1,Other,1
2024-08-01,3544663,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,B DIVISION,Q,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,Q,1,Track,1
2024-08-01,3544663,B DIVISION,R,1,Stations and Structure,1
2024-08-01,3544663,B DIVISION,R,1,Track,2
2024-09-01,1969350,A DIVISION,1,1,Other,1
2024-09-01,1969350,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,A DIVISION,1,1,Signals,1
2024-09-01,1969350,A DIVISION,1,1,Stations and Structure,1
2024-09-01,1969350,A DIVISION,1,1,Track,2
2024-09-01,1969350,A DIVISION,2,1,Signals,1
2024-09-01,1969350,A DIVISION,2,1,Track,2
2024-09-01,1969350,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,A DIVISION,3,1,Signals,2
2024-09-01,1969350,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2024-09-01,1969350,A DIVISION,4,1,Signals,1
2024-09-01,1969350,A DIVISION,4,1,Subway Car,1
2024-09-01,1969350,A DIVISION,4,1,Track,2
2024-09-01,1969350,A DIVISION,4,2,Other,1
2024-09-01,1969350,A DIVISION,4,2,Subway Car,1
2024-09-01,1969350,A DIVISION,5,1,Subway Car,1
2024-09-01,1969350,A DIVISION,5,1,Track,1
2024-09-01,1969350,A DIVISION,6,1,Persons on Trackbed/Police/Medical,3
2024-09-01,1969350,A DIVISION,6,1,Signals,1
2024-09-01,1969350,A DIVISION,6,1,Subway Car,1
2024-09-01,1969350,A DIVISION,6,1,Track,1
2024-09-01,1969350,A DIVISION,7,1,Track,1
2024-09-01,1969350,A DIVISION,S 42nd,1,Subway Car,1
2024-09-01,1969350,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,A,1,Signals,1
2024-09-01,1969350,B DIVISION,A,1,Subway Car,1
2024-09-01,1969350,B DIVISION,A,1,Track,1
2024-09-01,1969350,B DIVISION,B,1,Other,1
2024-09-01,1969350,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
2024-09-01,1969350,B DIVISION,B,1,Stations and Structure,1
2024-09-01,1969350,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,D,1,Signals,3
2024-09-01,1969350,B DIVISION,D,1,Subway Car,1
2024-09-01,1969350,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,E,1,Track,1
2024-09-01,1969350,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-09-01,1969350,B DIVISION,F,1,Signals,1
2024-09-01,1969350,B DIVISION,F,1,Subway Car,1
2024-09-01,1969350,B DIVISION,F,1,Track,1
2024-09-01,1969350,B DIVISION,F,2,Signals,1
2024-09-01,1969350,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2024-09-01,1969350,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,M,1,Stations and Structure,1
2024-09-01,1969350,B DIVISION,M,1,Subway Car,1
2024-09-01,1969350,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-09-01,1969350,B DIVISION,N,1,Signals,3
2024-09-01,1969350,B DIVISION,N,1,Subway Car,2
2024-09-01,1969350,B DIVISION,N,2,Subway Car,1
2024-09-01,1969350,B DIVISION,Q,1,Subway Car,1
2024-09-01,1969350,B DIVISION,R,1,Other,1
2024-09-01,1969350,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2024-09-01,1969350,B DIVISION,R,1,Signals,1
2024-10-01,4179363,A DIVISION,1,1,Other,1
2024-10-01,4179363,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2024-10-01,4179363,A DIVISION,1,1,Signals,3
2024-10-01,4179363,A DIVISION,2,1,Other,1
2024-10-01,4179363,A DIVISION,2,1,Signals,1
2024-10-01,4179363,A DIVISION,3,1,Signals,1
2024-10-01,4179363,A DIVISION,3,1,Track,1
2024-10-01,4179363,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2024-10-01,4179363,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2024-10-01,4179363,A DIVISION,4,1,Subway Car,1
2024-10-01,4179363,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2024-10-01,4179363,A DIVISION,5,1,Signals,2
2024-10-01,4179363,A DIVISION,5,1,Track,1
2024-10-01,4179363,A DIVISION,5,2,Track,1
2024-10-01,4179363,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2024-10-01,4179363,A DIVISION,6,1,Signals,1
2024-10-01,4179363,A DIVISION,6,1,Subway Car,2
2024-10-01,4179363,A DIVISION,7,1,Track,1
2024-10-01,4179363,B DIVISION,A,1,Signals,2
2024-10-01,4179363,B DIVISION,A,1,Subway Car,1
2024-10-01,4179363,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
2024-10-01,4179363,B DIVISION,B,1,Signals,1
2024-10-01,4179363,B DIVISION,B,1,Track,2
2024-10-01,4179363,B DIVISION,C,1,Other,1
2024-10-01,4179363,B DIVISION,C,1,Signals,1
2024-10-01,4179363,B DIVISION,D,1,Other,1
2024-10-01,4179363,B DIVISION,D,1,Signals,1
2024-10-01,4179363,B DIVISION,E,1,Signals,1
2024-10-01,4179363,B DIVISION,F,1,Track,1
2024-10-01,4179363,B DIVISION,M,1,Other,1
2024-10-01,4179363,B DIVISION,M,1,Signals,1
2024-10-01,4179363,B DIVISION,M,1,Track,1
2024-10-01,4179363,B DIVISION,N,1,Signals,1
2024-10-01,4179363,B DIVISION,N,1,Subway Car,5
2024-10-01,4179363,B DIVISION,N,1,Track,2
2024-10-01,4179363,B DIVISION,R,1,Signals,2
2024-10-01,4179363,B DIVISION,R,1,Track,1
2024-11-01,3780874,A DIVISION,2,1,Other,1
2024-11-01,3780874,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2024-11-01,3780874,A DIVISION,2,1,Subway Car,2
2024-11-01,3780874,A DIVISION,2,2,Signals,1
2024-11-01,3780874,A DIVISION,3,1,Subway Car,1
2024-11-01,3780874,A DIVISION,3,1,Track,1
2024-11-01,3780874,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,A DIVISION,4,1,Other,2
2024-11-01,3780874,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2024-11-01,3780874,A DIVISION,4,1,Signals,1
2024-11-01,3780874,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,A DIVISION,4,2,Track,1
2024-11-01,3780874,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
2024-11-01,3780874,A DIVISION,5,2,Other,1
2024-11-01,3780874,A DIVISION,5,2,Subway Car,1
2024-11-01,3780874,A DIVISION,6,1,Other,2
2024-11-01,3780874,A DIVISION,6,1,Persons on Trackbed/Police/Medical,4
2024-11-01,3780874,A DIVISION,6,1,Signals,2
2024-11-01,3780874,A DIVISION,6,1,Stations and Structure,2
2024-11-01,3780874,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2024-11-01,3780874,A DIVISION,7,1,Signals,2
2024-11-01,3780874,A DIVISION,7,2,Signals,1
2024-11-01,3780874,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,B DIVISION,B,1,Signals,1
2024-11-01,3780874,B DIVISION,C,1,Other,1
2024-11-01,3780874,B DIVISION,C,1,Persons on Trackbed/Police/Medical,2
2024-11-01,3780874,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,B DIVISION,D,1,Signals,1
2024-11-01,3780874,B DIVISION,D,1,Track,3
2024-11-01,3780874,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,B DIVISION,E,1,Subway Car,3
2024-11-01,3780874,B DIVISION,E,1,Track,2
2024-11-01,3780874,B DIVISION,F,1,Stations and Structure,2
2024-11-01,3780874,B DIVISION,F,1,Subway Car,1
2024-11-01,3780874,B DIVISION,F,2,Signals,1
2024-11-01,3780874,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,B DIVISION,JZ,1,Track,1
2024-11-01,3780874,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
2024-11-01,3780874,B DIVISION,M,1,Signals,1
2024-11-01,3780874,B DIVISION,M,1,Subway Car,1
2024-11-01,3780874,B DIVISION,N,1,Subway Car,2
2024-11-01,3780874,B DIVISION,Q,1,Signals,1
2024-11-01,3780874,B DIVISION,R,1,Signals,1
2024-11-01,3780874,B DIVISION,R,1,Subway Car,1
2024-12-01,1893492,,,1,Subway Car,3
2024-12-01,1893492,A DIVISION,1,1,Other,1
2024-12-01,1893492,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,A DIVISION,1,1,Signals,2
2024-12-01,1893492,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2024-12-01,1893492,A DIVISION,2,1,Signals,3
2024-12-01,1893492,A DIVISION,2,1,Subway Car,1
2024-12-01,1893492,A DIVISION,2,1,Track,1
2024-12-01,1893492,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,A DIVISION,3,1,Signals,2
2024-12-01,1893492,A DIVISION,3,1,Subway Car,1
2024-12-01,1893492,A DIVISION,4,1,Signals,2
2024-12-01,1893492,A DIVISION,4,1,Track,1
2024-12-01,1893492,A DIVISION,5,1,Other,1
2024-12-01,1893492,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
2024-12-01,1893492,A DIVISION,5,1,Stations and Structure,1
2024-12-01,1893492,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2024-12-01,1893492,A DIVISION,7,1,Other,1
2024-12-01,1893492,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,A DIVISION,7,1,Signals,2
2024-12-01,1893492,B DIVISION,A,2,Subway Car,1
2024-12-01,1893492,B DIVISION,B,1,Signals,1
2024-12-01,1893492,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,C,1,Signals,2
2024-12-01,1893492,B DIVISION,C,1,Stations and Structure,1
2024-12-01,1893492,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,D,1,Signals,1
2024-12-01,1893492,B DIVISION,D,1,Stations and Structure,1
2024-12-01,1893492,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,E,1,Subway Car,7
2024-12-01,1893492,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-12-01,1893492,B DIVISION,F,1,Subway Car,6
2024-12-01,1893492,B DIVISION,F,1,Track,2
2024-12-01,1893492,B DIVISION,F,2,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,G,1,Track,1
2024-12-01,1893492,B DIVISION,JZ,1,Signals,1
2024-12-01,1893492,B DIVISION,L,1,Other,1
2024-12-01,1893492,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,L,1,Signals,1
2024-12-01,1893492,B DIVISION,M,1,Signals,2
2024-12-01,1893492,B DIVISION,N,1,Signals,2
2024-12-01,1893492,B DIVISION,N,1,Subway Car,1
2024-12-01,1893492,B DIVISION,N,1,Track,1
2024-12-01,1893492,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
2024-12-01,1893492,B DIVISION,Q,1,Subway Car,1
2024-12-01,1893492,B DIVISION,Q,1,Track,1
2024-12-01,1893492,B DIVISION,Q,2,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-12-01,1893492,B DIVISION,R,1,Signals,3
2024-12-01,1893492,B DIVISION,R,1,Subway Car,5
2024-12-01,1893492,B DIVISION,S Fkln,1,Subway Car,1
